,location,total_sqft,bath,price,BHK,price_per_sqft
1670,Brookefield,1125.0,2.0,70.0,2,6222.222222222223
1671,Brookefield,1420.0,3.0,85.0,3,5985.915492957746
1673,Brookefield,941.0,2.0,48.0,2,5100.956429330499
1676,Brookefield,1100.0,2.0,55.0,2,5000.0
1677,Brookefield,2400.0,3.0,140.0,4,5833.333333333333
1678,Brookefield,1225.0,2.0,66.5,2,5428.571428571428
1679,Brookefield,1950.0,6.0,175.0,5,8974.358974358975
1680,Brookefield,1080.0,2.0,50.0,2,4629.62962962963
1681,Brookefield,1230.0,2.0,55.0,2,4471.544715447155
1682,Brookefield,1200.0,2.0,75.0,2,6250.0
1683,Brookefield,1089.0,2.0,49.0,2,4499.540863177227
1684,Brookefield,1130.0,2.0,56.0,2,4955.7522123893805
1685,Brookefield,1270.0,2.0,95.0,2,7480.314960629921
1686,Brookefield,1706.0,3.0,115.0,3,6740.914419695194
1687,Brookefield,1389.0,2.0,94.0,2,6767.458603311735
1689,Brookefield,1225.0,2.0,72.0,2,5877.551020408163
1691,Brookefield,1746.0,3.0,115.0,3,6586.483390607102
1693,Brookefield,1560.0,3.0,149.0,4,9551.28205128205
1695,Brookefield,1382.0,2.0,84.5,2,6114.3270622286545
1696,Brookefield,1260.0,2.0,70.0,2,5555.555555555556
1697,Brookefield,1206.0,2.0,90.0,2,7462.686567164179
1699,Brookefield,1594.0,3.0,140.0,3,8782.936010037642
1700,Budigere,1153.0,2.0,56.4,2,4891.587163920208
1701,Budigere,1162.0,2.0,59.9,2,5154.9053356282275
1702,Budigere,1991.0,4.0,103.0,3,5173.279758915118
1703,Budigere,1153.0,2.0,57.0,2,4943.625325238509
1704,Budigere,1162.0,2.0,57.0,2,4905.335628227194
1705,Budigere,1139.0,2.0,62.0,2,5443.371378402107
1706,Budigere,1139.0,2.0,56.8,2,4986.830553116769
1707,Budigere,1139.0,2.0,56.85,2,4991.220368744513
1710,Budigere,664.0,1.0,35.0,1,5271.084337349397
1711,Budigere,1820.0,3.0,93.0,3,5109.89010989011
1712,Budigere,1636.0,3.0,85.0,3,5195.59902200489
1713,Budigere,1444.0,2.0,70.0,2,4847.645429362881
1715,Budigere,1139.0,2.0,60.0,2,5267.778753292362
1717,Budigere,1820.0,3.0,93.0,3,5109.89010989011
1719,Budigere,1162.0,2.0,58.0,2,4991.394148020654
1720,Budigere,1636.0,3.0,85.0,3,5195.59902200489
1721,Budigere,1636.0,3.0,92.0,3,5623.471882640587
1722,Budigere,1087.0,2.0,54.3,2,4995.40018399264
1724,Budigere,1149.0,2.0,65.0,2,5657.093124456049
1725,Budigere,664.0,1.0,35.4,1,5331.325301204819
1726,Budigere,1153.0,2.0,56.7,2,4917.606244579359
1728,Budigere,1139.0,2.0,56.5,2,4960.491659350308
1729,Budigere,1636.0,3.0,83.0,3,5073.349633251833
1730,Budigere,664.0,1.0,34.0,1,5120.481927710844
1732,Budigere,1162.0,2.0,58.0,2,4991.394148020654
1733,Budigere,1153.0,2.0,60.0,2,5203.816131830009
1734,Budigere,1820.0,3.0,99.0,3,5439.56043956044
1735,Budigere,1172.0,2.0,56.725,2,4840.017064846416
1738,Budigere,1820.0,3.0,95.0,3,5219.780219780219
1740,Budigere,1820.0,3.0,95.5,3,5247.252747252747
1741,Budigere,1153.0,2.0,56.0,2,4856.895056374675
1742,Budigere,705.0,1.0,34.545,1,4900.0
1743,Budigere,1153.0,2.0,56.5,2,4900.260190806592
1744,Budigere,1153.0,2.0,58.0,2,5030.3555941023415
1745,Budigere,1636.0,3.0,88.0,3,5378.973105134474
1746,Budigere,1153.0,2.0,56.55,2,4904.596704249783
1747,Budigere,1153.0,2.0,56.5,2,4900.260190806592
1748,Budigere,1153.0,2.0,60.0,2,5203.816131830009
1749,Byadarahalli,3155.0,4.0,370.0,3,11727.41679873217
1750,Byadarahalli,3500.0,3.0,425.0,4,12142.857142857143
1751,Byagadadhenahalli,620.0,2.0,22.0,2,3548.3870967741937
1752,Byagadadhenahalli,620.0,2.0,23.0,2,3709.6774193548385
1753,Byagadadhenahalli,620.0,2.0,23.0,2,3709.6774193548385
1754,Byatarayanapura,1413.0,2.0,75.0,3,5307.855626326964
1755,Byatarayanapura,1325.0,2.0,90.0,3,6792.452830188679
1756,Byatarayanapura,540.0,1.0,36.0,1,6666.666666666667
1757,Byatarayanapura,2631.0,3.0,200.0,4,7601.672367920943
1758,Byatarayanapura,650.0,1.0,50.0,1,7692.307692307692
1759,Byatarayanapura,1300.0,2.0,63.0,2,4846.153846153846
1760,Byrasandra,1455.0,2.0,56.0,3,3848.7972508591065
1761,Byrasandra,1140.0,2.0,60.0,2,5263.1578947368425
1762,Byrasandra,1100.0,2.0,55.0,2,5000.0
1763,Byrasandra,1250.0,2.0,65.0,2,5200.0
1764,Byrathi Village,1600.0,4.0,120.0,3,7500.0
1765,CQAL Layout,3811.0,3.0,475.0,4,12463.920230910522
1767,CV Raman Nagar,1120.0,2.0,55.0,2,4910.714285714285
1768,CV Raman Nagar,1070.0,2.0,55.0,2,5140.186915887851
1769,CV Raman Nagar,740.0,2.0,37.0,2,5000.0
1770,CV Raman Nagar,1028.0,2.0,49.0,2,4766.536964980544
1771,CV Raman Nagar,1392.0,2.0,98.0,2,7040.229885057472
1772,CV Raman Nagar,1070.0,2.0,47.5,2,4439.252336448598
1773,CV Raman Nagar,1825.0,3.0,126.0,3,6904.109589041096
1774,CV Raman Nagar,1025.0,2.0,50.0,2,4878.048780487805
1776,CV Raman Nagar,1198.0,2.0,60.0,2,5008.347245409015
1777,CV Raman Nagar,1560.0,2.0,85.0,2,5448.717948717948
1778,CV Raman Nagar,1590.0,2.0,85.0,3,5345.911949685535
1779,CV Raman Nagar,1100.0,2.0,58.0,2,5272.727272727273
1780,CV Raman Nagar,1051.0,2.0,61.0,2,5803.996194100856
1782,CV Raman Nagar,1020.0,2.0,55.0,2,5392.156862745098
1783,CV Raman Nagar,1285.0,2.0,65.0,2,5058.365758754864
1784,CV Raman Nagar,1040.0,2.0,50.0,2,4807.692307692308
1785,CV Raman Nagar,1392.0,2.0,95.0,2,6824.712643678161
1786,CV Raman Nagar,705.0,2.0,50.0,1,7092.198581560284
1787,CV Raman Nagar,1125.0,2.0,46.0,2,4088.8888888888887
1788,CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
1789,CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
1790,CV Raman Nagar,907.0,2.0,38.0,2,4189.636163175303
1792,CV Raman Nagar,1310.0,2.0,62.0,2,4732.824427480916
1793,Cambridge Layout,2400.0,3.0,260.0,3,10833.333333333334
1794,Cambridge Layout,1600.0,3.0,165.0,4,10312.5
1795,Cambridge Layout,1950.0,3.0,230.0,3,11794.871794871795
1796,Cambridge Layout,1756.0,3.0,307.0,3,17482.915717539865
1797,Cambridge Layout,1669.0,3.0,298.0,3,17855.002995805873
1798,Cambridge Layout,2098.0,3.0,210.0,3,10009.532888465204
1799,Canara Bank Colony,1000.0,2.0,45.0,2,4500.0
1800,Canara Bank Colony,900.0,2.0,35.0,2,3888.8888888888887
1801,Canara Bank Colony,1600.0,2.0,90.0,3,5625.0
1802,Canara Bank Layout,1600.0,3.0,90.0,3,5625.0
1803,Canara Bank Layout,1450.0,3.0,65.0,3,4482.758620689655
1804,Carmelaram,1732.5,3.0,91.855,3,5301.875901875902
1805,Carmelaram,1770.0,3.0,99.0,3,5593.220338983051
1806,Celebrity Paradise Layout,532.0,1.0,22.49,1,4227.443609022556
1807,Challaghatta,1639.0,3.0,123.0,3,7504.5759609518
1808,Chamrajpet,1475.0,2.0,120.0,3,8135.593220338983
1809,Chamrajpet,1900.0,2.0,170.0,4,8947.368421052632
1810,Chamrajpet,1350.0,2.0,180.0,2,13333.333333333334
1811,Chamrajpet,1050.0,2.0,162.0,2,15428.57142857143
1812,Chamrajpet,1660.4,4.0,211.0,4,12707.781257528306
1813,Chamrajpet,505.0,1.0,85.0,1,16831.68316831683
1814,Chamrajpet,1565.0,3.0,98.91,3,6320.127795527156
1815,Chamrajpet,730.0,1.0,52.0,2,7123.287671232877
1816,Chamrajpet,650.0,1.0,40.0,2,6153.846153846154
1817,Chamrajpet,650.0,2.0,45.0,2,6923.076923076923
1818,Chamrajpet,1650.0,3.0,115.0,3,6969.69696969697
1819,Chamundi Nagar,2800.0,7.0,250.0,7,8928.57142857143
1820,Chandapura,650.0,1.0,17.0,2,2615.3846153846152
1821,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1822,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1824,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1825,Chandapura,530.0,1.0,11.66,1,2200.0
1826,Chandapura,1208.0,3.0,45.0,3,3725.1655629139073
1828,Chandapura,1200.0,2.0,32.0,2,2666.6666666666665
1829,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
1830,Chandapura,582.5,1.0,15.135,1,2598.283261802575
1831,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1833,Chandapura,1065.0,2.0,33.0,3,3098.5915492957747
1836,Chandapura,850.0,2.0,25.4,2,2988.235294117647
1837,Chandapura,590.0,1.0,13.57,1,2300.0
1838,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1839,Chandapura,630.0,1.0,13.86,1,2200.0
1841,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1842,Chandapura,1107.0,2.0,43.0,3,3884.3721770551037
1843,Chandapura,520.0,1.0,14.04,1,2700.0
1844,Chandapura,1200.0,1.0,36.0,2,3000.0
1845,Chandapura,975.0,2.0,24.86,2,2549.74358974359
1846,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1847,Chandapura,985.0,2.0,25.12,2,2550.253807106599
1848,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1849,Chandapura,975.0,2.0,24.86,2,2549.74358974359
1850,Chandapura,700.0,1.0,19.0,2,2714.285714285714
1852,Chandapura,1095.0,2.0,32.0,3,2922.3744292237443
1853,Chandapura,1891.0,2.6926096474673513,66.165,4,3498.942358540455
1854,Chandapura,1208.51,3.0,42.0,3,3475.3539482503247
1855,Chandapura,876.0,2.0,29.5,2,3367.5799086757993
1856,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1859,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1860,Chandapura,937.0,2.0,30.0,2,3201.7075773745996
1861,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
1862,Chandapura,975.0,2.0,24.86,2,2549.74358974359
1863,Chandapura,800.0,2.0,25.0,2,3125.0
1864,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1865,Chandapura,778.0,2.0,25.29,2,3250.642673521851
1867,Chandapura,950.0,2.0,25.65,2,2700.0
1868,Chandapura,1200.0,2.0,36.0,2,3000.0
1869,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1870,Chandapura,922.0,2.0,36.0,2,3904.5553145336225
1872,Chandapura,674.0,1.0,19.9,2,2952.522255192878
1877,Chandapura,985.0,2.0,25.12,2,2550.253807106599
1879,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
1881,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1882,Chandapura,1345.0,2.0,39.5,3,2936.8029739776953
1883,Chandapura,1033.0,2.0,30.47,3,2949.6611810261375
1884,Chandapura,971.0,2.0,38.0,3,3913.491246138002
1885,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1886,Chandapura,800.0,1.0,30.0,2,3750.0
1888,Chandapura,900.0,2.0,35.0,2,3888.8888888888887
1889,Chandapura,975.0,2.0,24.86,2,2549.74358974359
1890,Chandapura,520.0,1.0,14.04,1,2700.0
1893,Chandapura,1323.0,2.0,42.0,3,3174.6031746031745
1894,Chandapura,410.0,1.0,10.0,1,2439.0243902439024
1895,Chandapura,985.0,2.0,25.12,2,2550.253807106599
1896,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1897,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1898,Chandapura,1200.0,2.0,36.0,2,3000.0
1899,Chandapura,740.0,1.0,22.0,2,2972.972972972973
1900,Chandapura,876.0,2.0,28.47,2,3250.0
1902,Chandapura,520.0,1.0,14.04,1,2700.0
1903,Chandra Layout,1260.0,2.0,85.05,3,6750.0
1904,Chandra Layout,890.0,1.0,75.0,1,8426.966292134832
1905,Chandra Layout,1600.0,3.0,130.0,3,8125.0
1906,Chandra Layout,1260.0,2.0,85.05,3,6750.0
1907,Chandra Layout,1200.0,2.0,190.0,3,15833.333333333334
1909,Channasandra,1009.0,2.0,38.34,2,3799.8017839445
1910,Channasandra,1065.0,2.0,35.0,2,3286.3849765258215
1911,Channasandra,1470.0,2.0,90.0,3,6122.448979591837
1912,Channasandra,1115.0,2.0,33.45,2,3000.0000000000005
1913,Channasandra,1030.0,2.0,34.5,2,3349.5145631067962
1914,Channasandra,4200.0,6.0,180.0,6,4285.714285714285
1915,Channasandra,1115.0,2.0,40.0,2,3587.4439461883408
1916,Channasandra,1200.0,3.0,67.77,3,5647.5
1917,Channasandra,1104.0,2.0,35.5,2,3215.5797101449275
1918,Channasandra,1160.0,2.0,55.0,2,4741.379310344828
1919,Channasandra,1050.0,2.0,41.0,2,3904.7619047619046
1920,Channasandra,1065.0,2.0,40.47,2,3800.0
1922,Channasandra,1070.0,2.0,38.0,2,3551.4018691588785
1923,Channasandra,1050.0,2.0,35.0,2,3333.3333333333335
1924,Channasandra,1093.0,2.0,34.0,2,3110.704483074108
1925,Channasandra,808.0,2.0,40.0,2,4950.495049504951
1926,Channasandra,1010.0,2.0,36.0,2,3564.3564356435645
1927,Channasandra,1123.0,2.0,36.0,2,3205.699020480855
1928,Channasandra,1000.0,2.0,35.0,2,3500.0
1929,Channasandra,1500.0,4.0,89.45,4,5963.333333333333
1930,Channasandra,1330.0,2.0,51.83,3,3896.9924812030076
1931,Channasandra,1093.0,2.0,37.0,2,3385.1784080512352
1932,Channasandra,1115.0,2.0,35.8,2,3210.7623318385645
1933,Channasandra,1500.0,3.0,61.95,3,4130.0
1935,Channasandra,830.0,2.0,36.28,2,4371.084337349397
1936,Channasandra,1200.0,3.0,67.77,3,5647.5
1937,Channasandra,1195.0,2.0,56.0,3,4686.192468619247
1938,Channasandra,1175.0,2.0,38.0,2,3234.0425531914893
1939,Channasandra,1200.0,2.0,46.13,2,3844.1666666666665
1940,Channasandra,1065.0,2.0,36.0,2,3380.281690140845
1941,Channasandra,1050.0,2.0,44.41,2,4229.523809523809
1942,Channasandra,1010.0,2.0,32.0,2,3168.3168316831684
1943,Channasandra Layout,1210.0,2.0,40.0,2,3305.785123966942
1944,Channasandra Layout,1535.0,3.0,55.0,3,3583.061889250814
1945,Channasandra Layout,1115.0,2.0,50.0,2,4484.304932735426
1946,Channasandra Layout,3100.0,6.0,165.0,5,5322.580645161291
1947,Channasandra Layout,1563.0,2.0,52.0,3,3326.935380678183
1948,Chelekare,1180.0,2.0,40.0,2,3389.830508474576
1949,Chelekare,2400.0,6.0,98.0,6,4083.3333333333335
1950,Chelekare,1250.0,2.0,62.4,2,4992.0
1951,Chelekare,1000.0,2.0,45.0,2,4500.0
1952,Chennammana Kere,1115.0,2.0,56.87,2,5100.448430493274
1953,Chennammana Kere,1465.0,2.0,74.72,3,5100.341296928327
1954,Chennammana Kere,1100.0,2.0,56.1,2,5100.0
1955,Chennammana Kere,1145.0,2.0,58.4,2,5100.436681222707
1956,Chennammana Kere,1095.0,2.0,55.85,2,5100.456621004566
1957,Chennammana Kere,1035.0,2.0,52.79,2,5100.48309178744
1958,Chennammana Kere,1480.0,3.0,75.48,3,5100.0
1959,Chennammana Kere,1705.0,2.0,86.96,3,5100.2932551319645
1960,Chennammanakere Achukattu,1260.0,2.0,75.0,2,5952.380952380952
1961,Chennappa Layout,1080.0,2.0,44.8,2,4148.148148148148
1962,Chennappa Layout,1050.0,2.0,45.0,2,4285.714285714285
1963,Chennappa Layout,1220.0,2.0,52.0,2,4262.295081967213
1964,Chikka Banaswadi,1093.0,2.0,65.0,2,5946.935041171088
1965,Chikka Banaswadi,1250.0,2.0,75.0,2,6000.0
1966,Chikka Tirupathi,2600.0,5.0,120.0,4,4615.384615384615
1967,Chikka Tirupathi,2325.0,4.0,120.0,4,5161.290322580645
1968,Chikka Tirupathi,1808.0,4.0,80.27,3,4439.712389380531
1969,Chikka Tirupathi,3297.0,3.0,135.0,3,4094.631483166515
1970,Chikka Tirupathi,3500.0,5.0,150.0,4,4285.714285714285
1971,Chikka Tirupathi,2646.0,3.0,99.0,3,3741.496598639456
1972,Chikka Tirupathi,2704.0,5.0,105.0,4,3883.1360946745563
1973,Chikka Tirupathi,2325.0,3.0,95.0,3,4086.021505376344
1974,Chikka Tirupathi,2325.0,4.0,120.0,4,5161.290322580645
1975,Chikka Tirupathi,3250.0,4.0,136.0,4,4184.615384615385
1976,Chikka Tirupathi,2665.0,5.0,125.0,4,4690.431519699812
1977,Chikkabanavar,950.0,2.0,40.0,2,4210.526315789473
1978,Chikkabanavar,1600.0,2.0,80.0,3,5000.0
1979,Chikkabanavar,600.0,1.0,25.0,2,4166.666666666667
1981,Chikkabanavar,2400.0,4.0,97.0,5,4041.6666666666665
1982,Chikkabanavar,2000.0,4.0,65.0,5,3250.0
1983,Chikkabanavar,1067.0,2.0,38.0,2,3561.3870665417057
1984,Chikkabanavar,1320.0,2.0,46.0,3,3484.848484848485
1985,Chikkabanavar,4000.0,7.0,110.0,8,2750.0
1986,Chikkadunnasandra,1398.0,3.0,51.0,3,3648.068669527897
1987,Chikkadunnasandra,1397.0,2.0,52.0,3,3722.2619899785254
1988,Chikkadunnasandra,1200.0,2.0,45.0,2,3750.0
1989,Chikkakannalli,1402.0,2.0,85.0,3,6062.767475035664
1991,Chikkalasandra,1100.0,2.0,50.0,2,4545.454545454545
1992,Chikkalasandra,1208.0,2.0,49.0,2,4056.291390728477
1993,Chikkalasandra,875.0,2.0,52.8,2,6034.285714285715
1995,Chikkalasandra,1800.0,1.0,128.0,2,7111.111111111111
1996,Chikkalasandra,1070.0,2.0,50.0,2,4672.897196261682
1997,Chikkalasandra,1230.0,2.0,48.0,2,3902.439024390244
1998,Chikkalasandra,1428.0,2.0,80.0,3,5602.240896358543
1999,Chikkalasandra,1070.0,2.0,42.8,2,4000.0
2003,Chikkalasandra,1075.0,2.0,46.76,2,4349.767441860465
2006,Chikkalasandra,1070.0,2.0,45.48,2,4250.467289719626
2007,Chikkalasandra,1100.0,2.0,50.0,2,4545.454545454545
2010,Chikkalasandra,1224.0,2.0,45.0,2,3676.470588235294
2011,Chikkalasandra,1090.0,2.0,47.42,2,4350.45871559633
2014,Chikkalasandra,1325.0,2.0,59.0,2,4452.830188679245
2015,Chikkalasandra,1290.0,2.0,72.0,2,5581.395348837209
2018,Chikkasandra,600.0,1.0,52.0,2,8666.666666666666
2019,Chikkathoguru,1113.0,2.0,46.0,2,4132.973944294699
2020,Chikkathoguru,1045.0,2.0,42.0,2,4019.1387559808613
2021,Chikku Lakshmaiah Layout,2292.0,2.0,285.0,3,12434.554973821989
2022,Chinnapanahalli,1225.0,2.0,48.0,2,3918.3673469387754
2023,Chinnapanahalli,1020.0,2.0,40.0,2,3921.5686274509803
2024,Chinnapanahalli,980.0,2.0,41.0,2,4183.673469387755
2025,Chokkanahalli,1266.67,2.0,69.0,2,5447.3540859103
2026,Cholanayakanahalli,2511.0,3.0,205.0,3,8164.078056551175
2027,Cholanayakanahalli,1370.0,2.0,75.0,3,5474.4525547445255
2028,Cholanayakanahalli,750.0,2.0,50.0,1,6666.666666666667
2029,Cholanayakanahalli,2000.0,4.0,135.0,4,6750.0
2030,Cholanayakanahalli,1300.0,2.0,95.0,2,7307.692307692308
2031,Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
2032,Choodasandra,1300.0,2.0,57.0,2,4384.615384615385
2033,Choodasandra,1530.0,3.0,77.0,3,5032.679738562091
2036,Choodasandra,1197.0,2.0,63.0,2,5263.1578947368425
2037,Choodasandra,1465.0,3.0,75.0,3,5119.453924914676
2038,Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
2039,Choodasandra,1215.0,2.0,59.0,2,4855.9670781893
2040,Choodasandra,1254.0,2.0,65.0,3,5183.413078149921
2041,Choodasandra,1580.0,3.0,105.0,3,6645.569620253164
2042,Choodasandra,725.0,2.0,36.0,2,4965.517241379311
2043,Choodasandra,2429.0,3.0,210.0,4,8645.533141210375
2045,Choodasandra,1075.0,2.0,45.0,2,4186.046511627907
2046,Choodasandra,1180.0,2.0,71.22,2,6035.593220338983
2047,Choodasandra,1140.0,2.0,62.0,2,5438.596491228071
2049,Choodasandra,1560.0,3.0,78.0,3,5000.0
2050,Choodasandra,1065.0,2.0,46.0,2,4319.24882629108
2051,Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
2053,Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
2054,Church Street,2920.0,4.0,536.0,4,18356.164383561645
2055,Classic Paradise Layout,1560.0,5.0,145.0,5,9294.871794871795
2056,Cleveland Town,1991.0,3.0,160.0,3,8036.162732295329
2057,Coconut Grove Layout,1007.0,2.0,43.0,2,4270.109235352532
2058,Coconut Grove Layout,1272.0,2.0,51.5,2,4048.7421383647797
2059,Coconut Grove Layout,1156.0,2.0,46.0,2,3979.2387543252594
2060,Coconut Grove Layout,1007.0,2.0,48.0,2,4766.633565044687
2061,Coffee Board Layout,3045.0,3.0,170.0,3,5582.922824302134
2062,Coffee Board Layout,1652.5,3.0,90.0,3,5446.293494704993
2063,Cooke Town,3950.0,4.0,450.0,4,11392.405063291139
2064,Cooke Town,2388.0,4.0,239.0,3,10008.375209380234
2065,Cooke Town,1710.0,2.0,200.0,2,11695.906432748538
2066,Cooke Town,1310.0,2.0,111.0,2,8473.282442748092
2067,Cooke Town,3900.0,5.0,415.0,4,10641.02564102564
2068,Cooke Town,2560.0,4.0,310.0,3,12109.375
2069,Cooke Town,2600.0,3.0,375.0,3,14423.076923076924
2070,Cooke Town,1100.0,2.0,90.0,2,8181.818181818182
2071,Cooke Town,2300.0,3.0,250.0,3,10869.565217391304
2072,Cox Town,1975.0,3.0,150.0,3,7594.93670886076
2073,Cox Town,1650.0,3.0,100.0,3,6060.606060606061
2074,Cox Town,1730.0,3.0,140.0,3,8092.485549132948
2075,Cox Town,1600.0,3.0,150.0,3,9375.0
2076,Cox Town,1250.0,2.0,95.0,2,7600.0
2077,Cox Town,1280.0,2.0,120.0,2,9375.0
2078,Cox Town,1073.0,2.0,72.0,2,6710.158434296365
2079,Cox Town,1000.0,2.0,58.0,2,5800.0
2080,Cox Town,1200.0,2.0,140.0,2,11666.666666666666
2081,Crimson Layout,1250.0,2.0,60.0,2,4800.0
2082,Cunningham Road,5270.0,4.0,1250.0,4,23719.165085388995
2083,Cunningham Road,3875.0,3.0,864.0,3,22296.774193548386
2084,Cunningham Road,3875.0,3.0,800.0,3,20645.16129032258
2085,Cunningham Road,3815.0,3.0,763.0,3,20000.0
2086,Cunningham Road,2880.0,3.0,501.0,3,17395.833333333332
2087,Cunningham Road,3489.0,3.0,662.0,3,18973.91802808828
2088,Cunningham Road,4170.0,3.0,800.0,3,19184.65227817746
2090,Cunningham Road,2700.0,3.0,501.0,3,18555.555555555555
2092,Cunningham Road,2880.0,3.0,560.0,3,19444.444444444445
2093,D Group Employees Layout,1200.0,4.0,230.0,4,19166.666666666668
2094,Daadys Gaarden Layout,1600.0,3.0,72.0,3,4500.0
2095,Dairy Circle,1855.0,3.0,225.0,3,12129.380053908355
2096,Dairy Circle,1980.0,3.0,224.0,3,11313.131313131313
2100,Dairy Circle,1541.0,2.0,181.0,2,11745.619727449708
2101,Dairy Circle,2735.0,4.0,340.0,3,12431.44424131627
2103,Dasanapura,708.0,2.0,37.0,2,5225.988700564972
2104,Dasanapura,708.0,1.0,40.0,2,5649.717514124294
2105,Dasanapura,965.0,2.0,42.5,2,4404.145077720207
2107,Dasanapura,814.0,2.0,42.0,2,5159.7051597051595
2108,Dasanapura,1163.0,2.0,65.0,2,5588.993981083405
2109,Dasanapura,1286.0,2.0,68.0,3,5287.713841368584
2110,Dasanapura,708.0,2.0,31.15,2,4399.717514124294
2111,Dasanapura,708.0,1.0,41.0,1,5790.960451977401
2112,Dasanapura,814.0,2.0,43.7,2,5368.550368550368
2113,Dasarahalli,1295.0,2.0,65.0,2,5019.305019305019
2115,Dasarahalli,1150.0,2.0,70.0,2,6086.95652173913
2116,Dasarahalli,2100.0,3.0,120.0,3,5714.285714285715
2117,Dasarahalli,1220.0,2.0,52.0,2,4262.295081967213
2118,Dasarahalli,1375.0,2.0,60.0,2,4363.636363636364
2119,Dasarahalli,1333.0,2.0,78.56,2,5893.473368342085
2120,Dasarahalli,1220.0,2.0,62.0,2,5081.9672131147545
2121,Defence Colony,1150.0,2.0,126.0,2,10956.521739130434
2122,Defence Colony,6600.0,4.0,986.0,4,14939.39393939394
2123,Defence Colony,1150.0,2.0,125.0,2,10869.565217391304
2124,Defence Colony,2800.0,4.0,365.0,4,13035.714285714286
2125,Defence Colony,1270.0,2.0,172.0,2,13543.307086614173
2126,Defence Colony,8000.0,6.0,2800.0,6,35000.0
2127,Dena Bank Colony,1100.0,2.0,75.0,2,6818.181818181818
2128,Devanahalli,3210.0,2.6926096474673513,192.0,4,5981.308411214954
2129,Devanahalli,1260.0,2.0,66.78,2,5300.0
2130,Devanahalli,1282.0,2.0,68.52,3,5344.773790951638
2131,Devanahalli,1360.0,2.0,65.0,2,4779.411764705882
2133,Devanahalli,1408.0,2.0,85.0,2,6036.931818181818
2134,Devanahalli,1010.0,2.0,51.0,2,5049.504950495049
2135,Devanahalli,1080.0,2.0,53.35,2,4939.814814814815
2136,Devanahalli,2400.0,5.0,100.0,5,4166.666666666667
2139,Devanahalli,1174.0,2.0,59.0,2,5025.553662691653
2140,Devanahalli,658.0,1.0,34.0,1,5167.173252279636
2141,Devanahalli,658.0,1.0,26.91,1,4089.665653495441
2142,Devanahalli,698.5,1.0,28.57,1,4090.1932712956336
2143,Devanahalli,1080.0,2.0,52.0,2,4814.814814814815
2144,Devanahalli,1700.0,3.0,88.2,3,5188.235294117647
2145,Devanahalli,1498.0,3.0,79.15,3,5283.711615487317
2146,Devanahalli,1466.0,3.0,77.59,3,5292.633015006822
2147,Devanahalli,775.0,1.0,39.0,1,5032.258064516129
2148,Devanahalli,1020.0,2.0,49.87,1,4889.21568627451
2150,Devanahalli,1550.0,3.0,85.0,3,5483.870967741936
2152,Devanahalli,1340.0,2.0,65.0,2,4850.746268656716
2153,Devanahalli,2125.0,3.0,107.0,3,5035.294117647059
2156,Devanahalli,658.0,1.0,26.91,1,4089.665653495441
2158,Devanahalli,1010.0,2.0,58.0,2,5742.574257425743
2161,Devanahalli,1075.0,2.6926096474673513,52.57,1,4890.232558139535
2162,Devanahalli Int. Airport,1380.0,2.0,80.0,2,5797.101449275362
2163,Devanahalli Int. Airport,1080.0,2.0,62.0,2,5740.740740740741
2164,Devarachikkanahalli,1230.0,2.0,58.0,2,4715.447154471544
2165,Devasthanagalu,1460.0,3.0,70.0,3,4794.520547945205
2166,Devasthanagalu,1090.0,2.0,45.0,2,4128.440366972477
2167,Devasthanagalu,946.0,2.0,45.0,2,4756.871035940803
2168,Devasthanagalu,1470.0,2.0,60.0,3,4081.6326530612246
2169,Devi Nagar,1100.0,2.0,61.0,2,5545.454545454545
2170,Devi Nagar,1200.0,2.0,45.0,2,3750.0
2171,Devi Nagar,2000.0,3.0,105.0,3,5250.0
2172,Devi Nagar,1410.0,3.0,68.0,3,4822.695035460993
2173,Dinnur,1100.0,2.0,65.0,2,5909.090909090909
2174,Divya Unnathi Layout,1611.0,2.0,64.44,3,4000.0
